gene_id	ko	assignment	score_type	threshold	bit_score	e_value	domain_bit_score	domain_e_value	definition
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1526698_3	K07263	rescued	full	257.4	253.1	1.2e-75	168.7	3.7e-50	zinc protease [EC:3.4.24.-]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1526698_4	K06941	threshold	full	58.2	423.8	1.5e-127	422.9	2.8e-127	23S rRNA (adenine2503-C2)-methyltransferase [EC:2.1.1.192]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1536847_10	K22468	threshold	domain	287.67	478.7	4.5e-144	478.6	4.8e-144	polyphosphate kinase [EC:2.7.4.34]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1536847_6	K15024	rescued	domain	268.13	260.4	1.9e-78	260.2	2.2e-78	putative phosphotransacetylase [EC:2.3.1.8]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1536847_7	K00925	threshold	domain	121.83	428.7	6.4e-129	428.5	7.1e-129	acetate kinase [EC:2.7.2.1]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1536847_8	K27271	threshold	full	420.7	523.1	8.2e-158	522.8	1e-157	cobalamin reductase
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1536847_9	K27272	threshold	domain	147.87	209.1	7e-63	209.0	7.6e-63	bacterial microcompartment shell protein
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1539860_2	K07733	threshold	domain	32.77	73.1	5.6e-21	73.0	5.7e-21	prophage regulatory protein
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1539860_5	K03650	threshold	domain	170.63	502.6	4.9e-151	502.5	5.4e-151	tRNA modification GTPase [EC:3.6.-.-]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1549240_10	K01776	threshold	domain	89.47	296.3	5.4e-89	295.7	8.4e-89	glutamate racemase [EC:5.1.1.3]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1549240_11	K00208	threshold	full	261.67	399.4	3e-120	399.3	3.3e-120	enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1549240_2	K09794	rescued	full	27.93	24.7	3.4e-06	24.5	4.1e-06	uncharacterized protein
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1549240_3	K03789	threshold	domain	103.6	146.9	1.4e-43	146.8	1.5e-43	[ribosomal protein S18]-alanine N-acetyltransferase / [ribosomal protein L31]-L-lysine N-acetyltransferase [EC:2.3.1.266 2.3.1.338]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1549240_4	K14742	threshold	full	84.13	125.5	5.3e-37	125.3	5.8e-37	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1549240_6	K07114	rescued	domain	109.67	85.5	6.6e-25	85.4	7.2e-25	Ca-activated chloride channel homolog
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1549240_8	K01448	threshold	full	36.8	97.3	1.8e-28	97.0	2.1e-28	N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1554439_1	K01703	threshold	full	473.07	650.3	4.4e-196	650.2	4.9e-196	3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit [EC:4.2.1.33 4.2.1.35]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1554439_13	K02536	threshold	domain	164.3	381.4	1.1e-114	381.1	1.3e-114	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase [EC:2.3.1.191]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1554439_2	K01704	threshold	domain	122.4	259.5	5.8e-78	259.4	6.3e-78	3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit [EC:4.2.1.33 4.2.1.35]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1554439_3	K01687	threshold	full	591.17	831.3	1.9e-250	831.1	2.1e-250	dihydroxy-acid dehydratase [EC:4.2.1.9]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1554439_4	K01652	threshold	full	477.9	769.1	8.6e-232	769.0	9.4e-232	acetolactate synthase I/II/III large subunit [EC:2.2.1.6]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1554439_5	K01653	threshold	full	51.4	176.4	9e-53	176.2	1e-52	acetolactate synthase I/III small subunit [EC:2.2.1.6]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1554439_6	K00053	threshold	full	72.97	448.8	5.5e-135	448.6	6e-135	ketol-acid reductoisomerase [EC:1.1.1.86]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1554439_7	K07079	threshold	domain	208.1	463.9	7.9e-140	463.7	8.9e-140	uncharacterized protein
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1554439_8	K04758	threshold	domain	38.17	78.6	1e-22	78.5	1e-22	ferrous iron transport protein A
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1554439_9	K04759	threshold	domain	95.4	691.8	1.9e-208	507.4	1.1e-152	ferrous iron transport protein B
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1556493_1	K00948	threshold	full	62.5	445.8	2.7e-134	445.7	3e-134	ribose-phosphate pyrophosphokinase [EC:2.7.6.1]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1556493_10	K07171	threshold	full	24.03	37.1	5.1e-10	37.0	5.5e-10	mRNA interferase MazF [EC:3.1.-.-]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1556493_2	K02897	threshold	full	44.57	191.6	3.3e-57	191.5	3.6e-57	large subunit ribosomal protein L25
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1556493_3	K01056	threshold	domain	55.23	214.0	7.4e-64	213.9	7.6e-64	peptidyl-tRNA hydrolase, PTH1 family [EC:3.1.1.29]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1556493_4	K02990	threshold	full	23.13	96.2	4e-28	96.0	4.4e-28	small subunit ribosomal protein S6
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1556493_5	K02963	threshold	full	73.0	89.4	5.2e-26	89.4	5.2e-26	small subunit ribosomal protein S18
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1556493_6	K02939	threshold	full	57.53	163.0	1.8e-48	162.9	2e-48	large subunit ribosomal protein L9
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1559178_2	K14623	threshold	full	78.13	81.8	1.1e-23	81.5	1.3e-23	DNA-damage-inducible protein D
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1559178_4	K04066	threshold	full	120.83	851.2	2.1e-256	850.1	4.6e-256	primosomal protein N' (replication factor Y) (superfamily II helicase) [EC:5.6.2.4]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1559178_5	K09803	threshold	domain	22.87	56.0	5.8e-16	55.9	6.3e-16	uncharacterized protein
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1559178_7	K00886	threshold	domain	199.23	228.4	2.9e-68	228.2	3.3e-68	polyphosphate glucokinase [EC:2.7.1.63]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1559443_11	K02529	threshold	full	274.9	294.7	2.6e-88	294.5	2.9e-88	LacI family transcriptional regulator, galactose operon repressor
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1559443_12	K01434	threshold	full	386.23	749.8	8.6e-226	749.5	1.1e-225	penicillin G amidase [EC:3.5.1.11]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1559443_13	K00215	threshold	full	131.03	180.6	1.1e-53	180.3	1.3e-53	4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1559443_2	K02112	threshold	domain	464.47	826.3	2.1e-249	826.2	2.4e-249	F-type H+/Na+-transporting ATPase subunit beta [EC:7.1.2.2 7.2.2.1]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1559443_3	K02114	threshold	domain	93.57	113.6	1.7e-33	113.5	1.8e-33	F-type H+-transporting ATPase subunit epsilon
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1559443_4	K14475	threshold	full	24.77	74.7	1.5e-21	74.7	1.5e-21	inhibitor of cysteine peptidase
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1559443_5	K28279	threshold	domain	59.2	62.6	7.9e-18	62.4	9.2e-18	ribonuclease VapC22 [EC:3.1.-.-]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1559443_9	K05275	threshold	domain	259.57	371.8	8e-112	371.6	9.2e-112	pyridoxine 4-dehydrogenase [EC:1.1.1.65]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1594309_1	K03553	threshold	domain	190.47	668.8	2.2e-201	668.5	2.8e-201	recombination protein RecA
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1594309_3	K06207	threshold	full	413.3	959.1	1.9e-289	958.9	2.1e-289	GTP-binding protein
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1595339_1	K07646	rescued	domain	235.27	177.3	6.1e-53	176.9	7.9e-53	two-component system, OmpR family, sensor histidine kinase KdpD [EC:2.7.13.3]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1595339_2	K07667	threshold	full	280.23	280.3	4.5e-84	280.1	5.3e-84	two-component system, OmpR family, KDP operon response regulator KdpE
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1595339_3	K00759	threshold	full	85.2	287.3	2.1e-86	287.2	2.3e-86	adenine phosphoribosyltransferase [EC:2.4.2.7]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1595339_4	K01512	threshold	domain	71.37	86.0	5.3e-25	85.9	6e-25	acylphosphatase [EC:3.6.1.7]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1595339_5	K01658	threshold	domain	237.63	332.5	2.5e-100	332.3	2.7e-100	anthranilate synthase component II [EC:4.1.3.27]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1595339_5	K01664	threshold	full	311.93	336.2	2.3e-101	336.1	2.5e-101	para-aminobenzoate synthetase component II [EC:2.6.1.85]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1599564_3	K00645	threshold	domain	251.63	390.5	3.2e-117	390.4	3.7e-117	[acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1599564_5	K05826	threshold	domain	31.87	49.7	4.5e-14	49.6	4.8e-14	alpha-aminoadipate/glutamate carrier protein LysW
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1599564_7	K02434	threshold	full	383.3	721.0	2.7e-217	720.9	3e-217	aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit B [EC:6.3.5.6 6.3.5.7]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1599564_8	K01476	threshold	full	178.8	362.4	7.6e-109	362.3	8.1e-109	arginase [EC:3.5.3.1]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1600970_3	K00265	threshold	domain	1986.63	2314.5	0.0	2314.1	0.0	glutamate synthase (NADPH) large chain [EC:1.4.1.13]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1600970_4	K00266	threshold	domain	539.23	695.3	2.4e-209	695.0	2.9e-209	glutamate synthase (NADPH) small chain [EC:1.4.1.13]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1644670_1	K00226	threshold	domain	251.33	259.9	7e-78	259.7	8.2e-78	dihydroorotate dehydrogenase (fumarate) [EC:1.3.98.1]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1644670_12	K04656	threshold	full	137.33	1044.6	0.0	1044.4	0.0	hydrogenase maturation protein HypF
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1644670_13	K00619	rescued	domain	171.27	170.3	5.9e-51	170.1	6.9e-51	amino-acid N-acetyltransferase [EC:2.3.1.1]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1644670_14	K01755	threshold	full	179.23	581.5	4.9e-175	581.3	5.8e-175	argininosuccinate lyase [EC:4.3.2.1]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1644670_15	K01940	threshold	full	216.17	372.2	1.2e-111	371.9	1.4e-111	argininosuccinate synthase [EC:6.3.4.5]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1644670_17	K00611	threshold	domain	274.2	442.8	3.3e-133	442.5	3.8e-133	ornithine carbamoyltransferase [EC:2.1.3.3]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1644670_18	K00821	threshold	domain	490.17	550.9	5.6e-166	550.6	6.6e-166	acetylornithine/N-succinyldiaminopimelate aminotransferase [EC:2.6.1.11 2.6.1.17]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1644670_19	K00930	threshold	domain	214.07	273.4	4.2e-82	273.1	5e-82	acetylglutamate kinase [EC:2.7.2.8]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1644670_20	K00145	threshold	full	152.2	380.3	2e-114	380.1	2.3e-114	N-acetyl-gamma-glutamyl-phosphate reductase [EC:1.2.1.38]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1644670_21	K03402	threshold	domain	49.47	151.0	6.9e-45	150.9	7.6e-45	transcriptional regulator of arginine metabolism
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1644670_3	K03605	rescued	full	105.5	95.1	8.3e-28	94.9	9.8e-28	hydrogenase maturation protease [EC:3.4.23.-]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1644670_5	K00436	threshold	full	653.43	689.6	3.7e-208	689.4	4.1e-208	NAD-reducing hydrogenase large subunit [EC:1.12.1.2]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1644670_6	K18007	threshold	domain	215.43	248.8	4.6e-75	248.7	5e-75	NAD-reducing hydrogenase small subunit [EC:1.12.1.2]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1644670_7	K05588	threshold	full	317.77	347.8	3.7e-105	347.7	4.1e-105	bidirectional [NiFe] hydrogenase diaphorase subunit [EC:7.1.1.2]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1644670_8	K00335	threshold	domain	610.97	782.9	3.5e-236	782.7	4.2e-236	NADH-quinone oxidoreductase subunit F [EC:7.1.1.2]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1644670_8	K05587	threshold	full	816.87	828.2	4.4e-250	827.9	5.3e-250	bidirectional [NiFe] hydrogenase diaphorase subunit [EC:7.1.1.2]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1644670_9	K00334	threshold	domain	150.2	151.0	9.1e-45	150.8	1e-44	NADH-quinone oxidoreductase subunit E [EC:7.1.1.2]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1644670_9	K05586	threshold	domain	207.47	232.5	3.7e-70	232.3	4.3e-70	bidirectional [NiFe] hydrogenase diaphorase subunit [EC:7.1.1.2]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1656259_10	K03926	threshold	full	27.03	136.3	2.9e-40	136.3	3e-40	periplasmic divalent cation tolerance protein
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1656259_2	K23239	rescued	domain	111.7	95.7	4.3e-28	95.6	4.7e-28	FrmR/RcnR family transcriptional regulator, repressor of frmRAB operon
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1656259_3	K16080	threshold	domain	157.5	531.9	2.7e-160	531.7	3.2e-160	high affinity Mn2+ porin
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1656259_5	K01990	threshold	domain	264.63	270.3	6.9e-81	270.2	7.6e-81	ABC-2 type transport system ATP-binding protein
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1656259_6	K07979	threshold	domain	106.13	119.4	2.2e-35	119.3	2.4e-35	GntR family transcriptional regulator
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1656259_7	K05589	rescued	domain	63.43	56.9	3.5e-16	56.9	3.5e-16	cell division protein FtsB
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1662591_1	K06142	threshold	full	38.6	122.3	4.3e-36	122.0	5.3e-36	outer membrane protein
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1662591_2	K03596	threshold	domain	924.83	1051.9	0.0	1051.6	0.0	GTP-binding protein LepA
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1662591_3	K08307	threshold	domain	129.7	389.8	4.5e-117	389.4	6.2e-117	peptidoglycan lytic transglycosylase D [EC:4.2.2.29]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1668580_1	K08963	threshold	full	274.4	518.3	3.7e-156	518.2	4e-156	methylthioribose-1-phosphate isomerase [EC:5.3.1.23]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1668580_10	K03926	threshold	full	27.03	134.2	1.3e-39	134.0	1.5e-39	periplasmic divalent cation tolerance protein
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1668580_2	K00029	threshold	domain	294.5	661.8	1.9e-199	661.5	2.4e-199	malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1668580_5	K07098	threshold	full	79.87	222.1	1.8e-66	221.9	2.1e-66	uncharacterized protein
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1668580_9	K11785	threshold	full	260.7	358.0	1.1e-107	357.8	1.3e-107	5,8-dihydroxy-2-naphthoate synthase [EC:4.1.99.29]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1673773_10	K07063	threshold	full	42.73	89.1	5.6e-26	88.9	6.5e-26	uncharacterized protein
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1673773_12	K09979	threshold	full	73.33	124.2	6.5e-37	124.0	7.4e-37	uncharacterized protein
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1673773_13	K01802	threshold	domain	101.83	105.5	7.2e-31	105.5	7.4e-31	peptidylprolyl isomerase [EC:5.2.1.8]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1673773_14	K07171	threshold	full	24.03	63.8	3.5e-18	63.8	3.5e-18	mRNA interferase MazF [EC:3.1.-.-]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1673773_3	K02535	threshold	domain	311.6	346.1	4.2e-104	345.8	5.2e-104	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase [EC:3.5.1.108]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1673773_4	K07404	threshold	domain	135.07	352.2	9.6e-106	352.1	1.1e-105	6-phosphogluconolactonase [EC:3.1.1.31]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1673773_5	K02355	threshold	full	530.5	735.7	1.1e-221	735.5	1.4e-221	elongation factor G
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1673773_8	K07491	threshold	domain	17.4	91.7	1.4e-26	91.4	1.7e-26	REP-associated tyrosine transposase
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1674290_1	K03307	threshold	domain	264.1	271.4	2.5e-81	271.1	3.1e-81	solute:Na+ symporter, SSS family
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1674290_3	K00702	threshold	domain	871.63	1133.3	0.0	1133.2	0.0	cellobiose phosphorylase [EC:2.4.1.20]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1674290_5	K16213	threshold	full	361.0	581.2	2.4e-175	581.1	2.7e-175	cellobiose epimerase [EC:5.1.3.11]
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1674290_6	K16212	threshold	full	542.67	702.6	2.6e-212	702.4	3e-212	4-O-beta-D-mannosyl-D-glucose phosphorylase [EC:2.4.1.281]
