query	seed_ortholog	evalue	score	eggNOG_OGs	tax_ceiling	farthest_donor_lineage	COG_category	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs	annotation_confidence
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_871081_15	1660144.ABT21_12570	1.91e-142	449.0	GGDEF@131567|jNn-35,PAS_4@131567|ka-18,PAS_4@2|IEs-31,EAL@131567|DcM-31	Prokaryota	1;131567;2;3379134;1224;1236;135619;28256;3137766;223527;1072583	COG5001	gmr_10	-	ec:2.1.1.80,ec:2.7.7.65,ec:3.1.1.61,ec:3.1.4.52	K03320,K13924,K14051,K20965,K21021,K21084	02020,02024,02030,05111	-	-	-	00001,01000,02000,02022,02035	-	-	-	EAL_547_781,GGDEF_362_525,PAS_4_247_353	l-lll---l---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1778838_4	561229.Dd1591_3492	1.55e-95	293.0	Aldo_ket_red@131567|Acn-18	Prokaryota	1;131567;2;3379134;1224;28211;204457;41297;165696;145287;1219033	COG0667	iolS_2	-	-	-	-	-	-	-	-	-	-	-	Aldo_ket_red_16_314	l-----------h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_14554_9	83767.SAMN05660652_00606	1.54e-08	58.2	UNK.K2WS@2|A-1	Prokaryota	1;131567;2;3379134;57723;204432;204433;3121618;658061;658062;204669	S	-	-	-	-	-	-	-	-	-	-	-	-	-	-------------
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_315207_2	1797497.A3F74_05430	1.14e-40	138.0	HTH_3@131567|oi-24	Prokaryota	1;131567;2;1783272;1239;91061;186826;33958;559173;1631	-	higA	GO:0006355	ec:3.4.21.88	K21498	-	-	-	-	00001,02048	-	-	-	HTH_3_13_65	lllm----m---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_332151_19	1797497.A3F74_05430	1.45e-43	145.0	HTH_3@131567|oi-24	Prokaryota	1;131567;2;1783272;1239;91061;186826;33958;559173;1631	-	higA	GO:0006355	ec:3.4.21.88	K21498	-	-	-	-	00001,02048	-	-	-	HTH_3_13_65	lllm----m---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_145337_30	93221.RO07_24070	6.01e-49	198.0	Condensation@131567|wK-17!,AMP-binding_C@131567|Axc-22,PP-binding@131567|DdM-20,Thioesterase@2|ARf-24,Thioesterase@131567|Py-17,AMP-binding|PESDM1@131567	Prokaryota	1;131567;2;3379134;2818505;32015;29;80811;31;32;33;483219	COG3319	lgrB_2	GO:0002049,GO:0003824,GO:0005737,GO:0005829,GO:0005886,GO:0009366	ec:6.2.1.3,ec:6.2.1.63,ec:6.2.1.66,ec:6.2.1.67,ec:6.2.1.70,ec:6.2.1.72,ec:6.2.1.73,ec:6.3.2.14	K01897,K02078,K02364,K04780,K04789,K04792,K12912,K12913,K15658,K15659,K15660,K16099,K16102,K16109,K16111,K16117,K16118,K16125,K16126,K16130,K16131,K16132,K16228,K16229,K16378,K16387,K16416,K16428,K16429,K16430,K16432,K19102,K19103,K21182,K24101,K25233,K25254	00061,00071,00261,00998,01052,01053,01054,01055,01059,01100,01110,01212,02024	M00086,M00736,M00827,M00828,M00848,M00885,M00886	-	-	00001,01000,01004,01008,04147	-	-	-	AMP-binding_506_907,AMP-binding_C_915_995,Condensation_40_479,PP-binding_1028_1092,Thioesterase_1120_1239	hlllll--l---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_145337_33	1880899.BCS42_02370	4.95e-119	361.0	Glycos_transf_1@131567|QD-14	Prokaryota	1;131567;2;1783272;1239;91061;1385;186817;379065;1418;1236954	COG0438	pimB_1	-	-	-	-	-	-	-	-	-	-	-	Glycos_transf_1_221_382	l-----------h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_704940_1	351605.Gura_0946	2.2e-28	109.0	PIN@131567|AEK-17	Prokaryota	1;131567;2;3379134;1783257;67812;1047005;1801834	-	vapC	GO:0001666,GO:0004540,GO:0017148,GO:0044003,GO:0045926,GO:0075136	-	K18828	-	-	-	-	00001,02048,03016	-	-	-	PIN_3_119	ml-l----l---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1183303_12	351605.Gura_1854	4.61e-22	92.4	HTH_11@131567|d-5	Prokaryota	1;131567;2;1783272;1239;186801;3085636;186803;186928;397290	COG3711	licR	-	-	K03491	-	-	-	-	00001,03000	-	-	-	HTH_11_54_102	l--l----l---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1452868_7	351605.Gura_2701	3.06e-28	114.0	ABC_tran|CBCNN4@131567	Prokaryota	1;131567;2;3379134;29547;3031852;213849;2771472;265570;269236;497650	-	-	-	-	K06147	-	-	-	-	00001,02000	-	-	-	ABC_tran_375_528	---h----h---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1674290_3	1134406.ADN00_03875	0.0	1268.0	Glyco_hydro_36@131567|A-1,Glyco_transf_36@131567|A-1	Prokaryota	1;131567;2;2323;1783234;67810;1046990;1635286	COG3459	-	-	ec:2.4.1.20	K00702	00500,01100	-	-	-	00001,01000	-	-	-	Glyco_hydro_36_311_741,Glyco_transf_36_21_265	--lll---l---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1462304_11	1134406.ADN00_10195	1.39e-53	181.0	PEMT@131567|c-5	Prokaryota	1;131567;2;3379134;1783270;68336;976;37452;1797341	COG2020	-	-	-	-	-	-	-	-	-	-	-	-	PEMT_116_208	------------h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_690455_21	1802401.A3B21_00380	5.4e-55	184.0	TylF@131567|A-1	Prokaryota	1;131567;2;2323;1783234;1783273;1794810;1752719;3106472;1618452	COG4122	-	-	-	-	-	-	-	-	-	-	-	-	TylF_81_225	------------h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_536428_7	1736433.ASC87_09470	7.1e-230	652.0	FGGY_C@131567|R-5!,FGGY_N@131567|Lt-14	Prokaryota	1;131567;2;3379134;1224;28211;204455;2854170;573139;1280847	COG1070	xylB4	-	ec:2.7.1.17	K00854	00040,01100	M00014	-	-	00001,01000	-	-	-	FGGY_C_286_480,FGGY_N_17_274	l-llll--l---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_14554_5	935942.GCA_000519265_01859	7.13e-28	105.0	HTH_37@131567|B-2	Prokaryota	1;131567;2;3379134;1224;1236;135619;28256;3137766;416873	COG1396	-	-	-	-	-	-	-	-	-	-	-	-	HTH_37_13_87	------------h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1406232_13	1927122.emb_1d0144	5.8e-22	94.4	Pyridox_ox_2@131567|u-7	Prokaryota	1;131567;2;1783272;201174;1760;85004;31953;1678;762210;1437607	COG3467	1d0144	-	-	K07005	-	-	-	-	00001	-	-	-	Pyridox_ox_2_13_150	h--m----m---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1178380_13	1121278.GCA_000428465_01998	5.44e-47	157.0	DUF2442@131567|A-1*,DUF2442@2|B-2	Prokaryota	1;131567;2;3379134;1224;28216;80840;119060;1822464;75105	S	SEE0018	-	-	-	-	-	-	-	-	-	-	-	DUF2442_25_96	l-----------h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_647613_15	702114.A1355_14875	5.7e-158	450.0	MethyltransfD12@131567|A-1	Prokaryota	1;131567;2;3379134;1224;1236;135614;32033;2370;2371;160492	COG0338	dam	-	ec:2.1.1.72	K06223	03430	-	-	-	00001,01000,02048,03032,03400	-	-	-	MethyltransfD12_13_258	l-mmm---m---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_647613_14	702114.A1355_14880	5.87e-156	443.0	Endonuc-EcoRV@131567|A-1	Prokaryota	1;131567;2;3379134;1224;28211;204455;2854170;282682;2649625;766499	S	ecoRVR	-	-	-	-	-	-	-	-	-	-	-	Endonuc-EcoRV_21_261	l-----------h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_348206_5	644282.Deba_2106	1.77e-24	96.7	FabA@131567|EI-11	Prokaryota	1;131567;2;3379134;1783257;74201;203494;48461;203557;2735;2625155;1134055	COG0764	fabZ	GO:0019171	ec:4.2.1.59	K02372	00061,00780,01100,01212,01240	M00083,M00572	-	-	00001,01000,01004	-	-	-	FabA_15_138	hlhhhh--h---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_829360_15	1676153.GCA_001513365_00218	3.87e-40	149.0	Amidase@131567|Ho-13	Prokaryota	1;131567;2;1783272;1239;186801;186802;31979;1485;1491;929506	COG0154	gatA	GO:0005515	ec:6.3.5.6,ec:6.3.5.7	K02433	00970,01100	-	-	-	00001,01000,03029	-	-	-	Amidase_26_466	lllll---l---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_972801_8	1794912.AXX12_09420	1.05e-81	259.0	HlyD_D23@131567|r-6	Prokaryota	1;131567;2;3379134;200940;3024418;213118;213119;231684;1805128	COG1566	ybhG	-	-	K25183	-	-	-	-	00001,02000	-	-	-	HlyD_D23_44_321	l--l----l---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_930740_2	1513793.SAMN06296036_10924	4.01e-102	352.0	Big_2@131567|Sb-14,Alpha-amylase@131567|At-10	Prokaryota	1;131567;2;1783272;1239;91061;186826;1300;1301;380397;764299	COG1523	pulA	GO:0009986,GO:0051060	ec:3.2.1.41,ec:3.2.1.68	K01200,K01214	00500,01100,01110	M00565,M00855	-	-	00001,01000	-	CBM41|Carbohydrate-Binding Module Family 41.,CBM48|Carbohydrate-Binding Module Family 48.,CBM68|Carbohydrate-Binding Module Family 68.,GH13|Glycoside Hydrolase Family 13.	-	Alpha-amylase_510_598,Big_2_33_101	llllll--l-l-h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_578549_5	79883.GCA_001636495_04282	8.76e-05	44.7	MazE_antitoxin@131567|c-6	Prokaryota	1;131567;2;3379134;40117;2811502;2811503;2811504;28261;28262;289376	COG2002	-	-	-	K19156	-	-	-	-	00001,02048	-	-	-	MazE_antitoxin_9_48	---l----l---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_948641_3	554055.A0A2P6VA12	4.08e-57	192.0	adh_short_C2@131567|BiR-22	Eukaryota	1;131567;2759;2698737;33634;2696291;2836;33836;33846;33847;29202;35127;35128	COG1028	CLKR27	GO:0004316,GO:0005507,GO:0005634,GO:0005739,GO:0006633,GO:0009507,GO:0009536,GO:0009570,GO:0009941	ec:1.1.1.100	K00059	00061,00780,01100,01110,01212,01240	M00083,M00572,M00874	-	-	00001,01000,01004	-	-	-	adh_short_C2_62_297	llhhhh--h---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_641977_13	1802195.A2W19_06830	4.73e-14	68.9	RHH_1@131567|Ba-8!	Prokaryota	1;131567;2;2323;1783234;1783273;1794810;1752722;1802515	COG0864	mazE6	GO:0003677,GO:0005515,GO:0045926,GO:0097351,GO:0098754	ec:1.2.1.88,ec:1.5.5.2	K07723,K13821,K26986	00250,00330,01100,01110	M00970	-	-	00001,01000,02048,03000	-	-	-	RHH_1_5_39	llllll--l---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_447154_2	1798257.A3F73_11845	1.2e-07	55.5	Methyltransf_23@131567|nU-19	Prokaryota	1;131567;2;1783272;1239;91061;1385;186817;1433999;29332	-	ubiE2	-	ec:7.5.2.14	K09691	02010	-	-	-	00001,01000,02000	-	-	-	Methyltransf_23_57_197	l-lll---l---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1549240_3	426756.SAMN04488126_1184	7.04e-11	67.0	Acetyltransf_1@131567|AaM-21	Prokaryota	1;131567;2;1783272;1239;91061;186826;33958;46254;1247;203123	COG0456	rimI	GO:0005737,GO:0008080,GO:0008999,GO:0018393,GO:0061733	ec:2.3.1.266	K03789	-	-	-	-	00001,01000,03009	-	-	-	Acetyltransf_1_21_129	llll----l---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1138881_4	379066.GAU_3063	2.42e-112	338.0	zinc_ribbon_2@131567|l-6,Band_7_1@131567|A-1	Prokaryota	1;131567;2;1783272;200795;32061;32064;1508595;1508635;120961;120962;383372	COG4260	-	-	-	-	-	-	-	-	-	-	-	-	Band_7_1_26_235,zinc_ribbon_2_314_335	------------h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_888288_8	1121867.GCA_000621165_04801	2.61e-17	90.9	Csd3_N2@131567|b-5,Peptidase_M23@131567|ADn-18,OapA@131567|D-3	Prokaryota	1;131567;2;3379134;1224;1236;135624;83763;13334;13335;1120988	COG3061	mepM_4	GO:0008270,GO:0009253,GO:0009254,GO:0009274,GO:0009826,GO:0031504,GO:0042597,GO:0061787	-	K19304	-	-	-	-	00001,01002,01011	-	-	-	Csd3_N2_160_282,OapA_72_152,Peptidase_M23_294_388	ll-l----l---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_2052857_4	913325.N799_05975	1.73e-21	106.0	TPR_19@131567|B-2!,TPR_12@131567|AMp-17,Pkinase|N2OSSU@131567	Prokaryota	1;131567;2;1783272;200795;189774;1797651	COG3063	pkn2	GO:0004672,GO:0004674,GO:0005515,GO:0005886,GO:0006355,GO:0008360,GO:0009252,GO:0030145,GO:0042802,GO:0045717,GO:0045967	ec:2.7.11.1	K12132	03070	-	-	-	00001,01000,01001	-	-	-	Pkinase_16_262,TPR_12_682_754,TPR_19_544_605	lllll---l---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_390947_8	1912213.GCA_002005105_04518	1.76e-09	58.2	BrnT_toxin@131567|B-2	Prokaryota	1;131567;2;3379134;57723;305072;1797180	-	-	-	-	K09803	-	-	-	-	00001	-	-	-	BrnT_toxin_5_80	---l----l---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_591678_3	1775430.AVL50_05270	1.68e-13	78.6	Methyltransf_31@131567|O-4,Acyltransferase@131567|Ca-10,MMPL@131567|B-2	Prokaryota	1;131567;2;1783272;1239;91061;1385;186817;482460;1926277	COG2226	plsC	-	ec:2.1.1.191,ec:2.1.1.197,ec:2.1.1.222,ec:2.1.1.386,ec:2.1.1.64,ec:2.3.1.51	K07003	00130,00561,00564,00780,01100,01110,01240,02020	M00089,M00117,M00572	-	-	00001	-	-	-	Acyltransferase_863_980,MMPL_169_387,MMPL_628_778,Methyltransf_31_1086_1216	m-lmll--m---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_704940_4	1304881.GCA_000526995_02298	3.28e-25	104.0	PadR@131567|QJ-15,Vir_act_alpha_C@131567|C-2!	Prokaryota	1;131567;2;1783272;201174;1760;85010;2070;2071;2593673;1415542	COG1695	padR	-	-	-	-	-	-	-	-	-	-	-	PadR_12_86,Vir_act_alpha_C_98_180	l-----------h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_434321_13	1423747.FC69_GL001443	7.72e-35	141.0	GntP_permease@131567|UA-16	Prokaryota	1;131567;2;1783272;1239;91061;186826;33958;46254;336988	COG2610	yojA	-	-	K03299	-	-	-	-	00001,02000	-	-	-	GntP_permease_1_449	l--m----m---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_993416_7	1429043.X474_21675	5.36e-26	115.0	HDOD@131567|Hy-14,HDOD@2|Mp-16,CheD@131567|A-1	Prokaryota	1;131567;2;3379134;200930;68337;191393;191394;53572;197162;639282	COG1871	cheD	-	ec:2.7.13.3,ec:3.5.1.44	K03411,K07708,K07709	02020,02030	-	-	-	00001,01000,01001,02022,02035	-	-	-	CheD_51_152,HDOD_182_376	m-lll---l---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1323495_12	509190.Cseg_1902	3.45e-87	268.0	Oxidored_FMN@131567|BRM-22	Prokaryota	1;131567;2;3379134;1224;28216;80840;2975441;93681;2626991;1881035	COG1902	nemA1	-	-	K10680	00633,01120	-	-	-	00001	-	-	-	Oxidored_FMN_4_327	l--ll---l---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_970880_1	1926588.BK147_07430	4.9e-06	57.0	Transgly@1239|AdY-29,Transgly@131567|LG-17!,Transpeptidase@131567|BQd-25,Transpeptidase@1783272|HNE-35	Prokaryota	1;131567;2;3379134;200930;68337;191393;2945020;248038;248039;1379858	COG0744	pbpD_2	GO:0005886,GO:0008955,GO:0009002	ec:2.4.99.28,ec:3.4.16.4	K03693	00550,01100,01501	-	-	-	00001,01003,01011	-	GT51|Glycosyltransferase Family 51.	-	Transgly_82_271,Transpeptidase_391_639	lllmm---m-l-h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_2091000_19	1775671.AVO33_02410	9.68e-08	63.5	SpoIID@131567|q-6,SpoIID@2|DC-10	Prokaryota	1;131567;2;68525;28221;122706;1775671	COG2385	-	-	-	-	-	-	-	-	-	-	-	-	SpoIID_169_259	------------h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_82256_4	1797669.A2Z45_00315	1.85e-37	129.0	HTH_34@131567|C-2!	Prokaryota	1;131567;2;2323;1783234;1817809;1817889	COG1846	-	-	-	-	-	-	-	-	-	-	-	-	HTH_34_20_98	------------h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_986088_1	1962177.GCA_002050365_00272	0.000131	45.1	DDE_3@131567|AB-6	Prokaryota	1;131567;2;3379134;1224;1236;91347;1903414;626;628;406817	COG3415	tnpF1	-	-	K01152	-	-	-	-	00001	-	-	-	DDE_3_30_170	m--l----l---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1411794_3	1962177.GCA_002050365_02489	2.57e-05	53.9	TPR_8@131567|AA-6!,TPR_17@131567|A-1	Prokaryota	1;131567;2;3379134;57723;305072;1962177	COG3063	-	-	-	-	-	-	-	-	-	-	-	-	TPR_17_163_194,TPR_8_110_140	------------h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_14554_1	1962177.GCA_002050365_03309	6.17e-06	48.9	Cytochrome_CBB3@131567|TR-14	Prokaryota	1;131567;2;3379134;57723;305072;1962178	COG2010	ctaC	-	ec:7.1.1.9	K02275,K08738	00190,01100,02020	M00155	-	-	00001,01000	-	-	-	Cytochrome_CBB3_51_131	l-llll--l---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_4306_9	1945855.B0E51_06740	3.17e-46	154.0	UNK.31WU@131567|A-1,UNK.31WU@2|Q-5	Prokaryota	1;131567;2;3379134;57723;204432;204433;204434;1775468;1577686	S	-	-	-	-	-	-	-	-	-	-	-	-	-	-------------
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1510934_8	882378.RBRH_01215	2.68e-47	153.0	RelB@131567|F-3	Prokaryota	1;131567;2;3379134;29547;3031852;213849;72293;209;215;1325130	COG3077	dinJ6	GO:0000987,GO:0003677,GO:0005515,GO:0015643,GO:0040008,GO:0042803,GO:0044010,GO:0045892,GO:0097532,GO:0110001,GO:2000143	-	K07473	-	-	-	-	00001,02048	-	-	-	RelB_9_83	ll-h----h---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_145337_14	58343.AQJ46_32545	1.01e-32	129.0	ACPS@131567|B-2	Prokaryota	1;131567;2;1783272;1239;91061;1385;186822;995014;670482	-	clz17	GO:0005515,GO:0005886,GO:0008897,GO:0009239,GO:0009366,GO:0016020,GO:0016740,GO:0019290	ec:2.7.8.7,ec:6.3.2.14	K06133	00770,01100	-	-	-	00001	-	-	-	ACPS_112_187	lllmm---m---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_70200_13	1325564.NSJP_2500	1.16e-52	206.0	Peptidase_C14@131567|N-4!,DUF4384@131567|A-1	Prokaryota	1;131567;2;3379134;2818505;3031711;3031713;224463;53;54	COG4870	-	-	-	-	-	-	-	-	-	-	-	-	DUF4384_671_744,Peptidase_C14_39_314	------------h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_332151_10	1853259.GCA_001858025_01000	5.71e-167	476.0	TAL_FSA@131567|A-1	Prokaryota	1;131567;2;3379134;1224;28216;80840;119060;1827195;1232866	COG0176	tal	GO:0004801,GO:0005829,GO:0009052,GO:0016020	ec:2.2.1.2	K00616	00030,00710,01100,01110,01120,01200,01230	M00004,M00007	-	-	00001,01000	-	-	-	TAL_FSA_15_318	hmhhhh--h---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_2091000_3	1882749.SAMN05444173_1061	1.13e-67	241.0	AA_permease_2@131567|N-4	Prokaryota	1;131567;2;1783272;1798711;1117;3028117;3079749;1890438;1005722;268141;1920490	COG0531	puuP3	-	-	-	-	-	-	-	-	-	-	-	AA_permease_2_13_198,AA_permease_2_362_647	l-----------h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_70200_2	1882749.SAMN05444173_2974	0.000129	45.1	UNK.GEP9@74201|A-1	Prokaryota	1;131567;2;3379134;1783257;74201;417295;1752234	S	-	-	-	-	-	-	-	-	-	-	-	-	-	-------------
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1068467_7	1797186.A3F68_08135	1.26e-14	69.3	Type_ISP_C@131567|A-1	Prokaryota	1;131567;2;3379134;1224;1236;135613;1046;85072;61595	COG4889	drdVRM	-	-	-	-	-	-	-	-	-	-	-	Type_ISP_C_2_53	l-----------h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_993421_7	1797186.A3F68_08470	2.58e-128	381.0	OmpA@131567|C-2!,MlaD@131567|Ao-7	Prokaryota	1;131567;2;3379134;1783270;68336;976;200643;171549;2005523;346096;185300;694427	COG1463	-	-	-	K02067	02010	-	-	-	00001,02000	-	-	-	MlaD_35_115,OmpA_253_330	---ll---l---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_993421_5	1797186.A3F68_08480	2.8e-109	325.0	MlaE@131567|EA-11	Prokaryota	1;131567;2;3379134;1783257;67812;1047005;1805286	COG0767	mlaE_1	-	-	K02066	02010	-	-	-	00001,02000	-	-	-	MlaE_44_252	l--ll---l---h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_44781_3	1797186.A3F68_10150	1.06e-33	125.0	DinB@131567|Av-8	Prokaryota	1;131567;2;1783272;1239;91061;1385;186817;2813788;304268	-	yjoA	GO:0003674,GO:0005575,GO:0008150	-	-	-	-	-	-	-	-	-	-	DinB_6_165	ll----------h
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_2091000_14	1696072.AKG07_15765	7.08e-32	130.0	-	Prokaryota	1;131567;2;3039652;3039773;1617433	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-------------
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1890997_2	1421013.GCA_000504425_02455	2.97e-06	51.2	-	Prokaryota	1;131567;2;1783272;201174;1760;85008;28056;1873;145854	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-------------
2022_IncS_CWRU.v17.P_3d_r1_COMS58.sb.117_sub_2022_IncS_CWRU.v17.P_3d_r1_COMS58_k141_1401714_12	479434.Sthe_1579	2.04e-44	149.0	Ribonuc_L-PSP@131567|Fs-9	Prokaryota	1;131567;2;3379134;57723;204432;204433;204434;1775468;1577686	COG0251	ridA	-	ec:3.5.99.10	K09022	-	-	-	-	00001,01000	-	-	-	Ribonuc_L-PSP_9_125	l-hh----h---h
